id,PipelineChainage,ROUMarker,ODMeter,Latitude,Longitude,ControllerName,ChannelID,TerrainClassification,LandmarkDescription,AddionalDecription,VulnerablePoint,regioninfoId
1378,88024,Warning Board,29881,27.495283,77.050128,1,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,f,5
1379,88420,TLP Board,30279,27.493075,77.053197,1,1,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,f,5
1380,89000,KM Post,30871,27.491628,77.055047,1,1,Agricultural Land,Farm land,Nil,f,5
1381,89432,Turning Point,31303,27.488285,77.059057,1,1,Agricultural Land,Farm land,Nil,f,5
1382,89505,Turning Point,31376,27.48649,77.061405,1,1,Agricultural Land,Farm land,Nil,f,5
1383,89889,Warning Board,31771,27.484463,77.064263,1,1,Minor Road Crossing,3mtr wide Kachha Road crossing rou,Nil,f,5
1384,90000,KM Post,31882,27.483927,77.065108,1,1,Agricultural Land,Farm land,Nil,f,5
1385,90146,TLP Board,32066,27.483567,77.065722,1,1,Agricultural Land,Farm land,Nil,f,5
1386,90216,Turning Point,32111,27.48254,77.06717,1,1,Agricultural Land,Farm land,Nil,f,5
1387,90226,Warning Board,32212,27.482265,77.068118,1,1,River Crossing,3mtr wide stream crossing rou,Nil,f,5
1388,90371,Warning Board,32236,27.482239,77.068495,1,1,River Crossing,3mtr wide stream crossing rou,Nil,f,5
1389,90371,TLP Board,32291,27.48203,77.06952,1,1,River Crossing,3mtr wide stream crossing rou,Nil,f,5
1390,90526,Turning Point,32440,27.48147,77.070045,1,1,Agricultural Land,Farm land,Nil,f,5
1391,90558,Warning Board,32475,27.481178,77.07033,1,1,Agricultural Land,Farm land,Nil,f,5
1392,90991,Warning Board,32842,27.478838,77.073072,1,1,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,f,5
1393,90991,TLP Board,32839,27.478911,77.073057,1,1,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,f,5
1394,91000,KM Post,32951,27.478465,77.073585,1,1,Agricultural Land,Farm land,Nil,f,5
1395,91381,TLP Board,33325,27.476247,77.076497,1,1,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,t,5
1396,92000,KM Post,33934,27.4727,77.081185,1,1,Agricultural Land,Farm land,Nil,t,5
1397,92676,Warning Board,34639,27.468693,77.086687,1,1,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,t,5
1398,93000,KM Post,34918,27.467147,77.088853,1,1,Agricultural Land,Farm land,Nil,f,5
1399,93472,Turning Point,35442,27.464323,77.092985,1,1,Agricultural Land,Farm land,Nil,f,5
1400,93490,Warning Board,35462,27.464352,77.093262,1,1,Major Road Crossing,12mtr wide road crossing rou,Nil,f,5
1401,93508,Warning Board,35473,27.464414,77.093396,1,1,Major Road Crossing,12mtr wide road crossing rou,Nil,f,5
1402,93532,Warning Board,25389,27.46423611,77.09519167,2,2,Agricultural Land,Farm land,Nil,f,5
1403,93700,Turning Point,25261,27.46423611,77.09519167,2,2,Agricultural Land,Farm land,Nil,f,5
1404,94000,KM Post,24974,27.462825,77.09753333,2,2,Agricultural Land,Farm land,Nil,f,5
1405,94619,Warning Board,24643,27.46113889,77.10036389,2,2,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,f,5
1406,94813,Warning Board,24119,27.45841111,77.10452222,2,2,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,t,5
1407,95000,KM Post,23898,27.45715833,77.106275,2,2,Agricultural Land,Farm land,Nil,f,5
1408,95652,TLP Board,23296,27.45390556,77.11110833,2,2,Minor Road Crossing,8mtr wide road crossing rou,Nil,t,5
1409,95660,Warning Board,23303,27.45395,77.11103333,2,2,Minor Road Crossing,8mtr wide road crossing rou,Nil,f,5
1410,95700,Turning Point,23179,27.453275,77.11201944,2,2,Agricultural Land,Farm land,Nil,f,5
1411,96000,KM Post,22763,27.45147222,77.11564722,2,2,Agricultural Land,Farm land,Nil,f,5
1412,96683,Warning Board,22260,27.44921667,77.12006667,2,2,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,f,5
1413,97000,KM Post,21860,27.44744167,77.12350278,2,2,Agricultural Land,Farm land,Nil,f,5
1414,97164,OFC Marker,21680,27.44686667,77.12464722,2,2,Agricultural Land,Farm land,Nil,f,5
1415,97333,Warning Board,21551,27.44631944,77.12581389,2,2,Minor Road Crossing,8mtr wide road crossing rou,Nil,t,5
1416,97340,TLP Board,21557,27.44632778,77.12575833,2,2,Minor Road Crossing,8mtr wide road crossing rou,Nil,f,5
1417,98000,KM Post,20906,27.44381944,77.13163056,2,2,Agricultural Land,Farm land,Nil,f,5
1418,98100,Turning Point,20700,27.44303611,77.13349722,2,2,Agricultural Land,Farm land,Nil,f,5
1419,98535,Warning Board,20290,27.44173611,77.1374,2,2,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,f,5
1420,98541,TLP Board,20296,27.44176667,77.13733333,2,2,Agricultural Land,Farm land,Nil,f,5
1421,98565,Turning Point,20106,27.44119167,77.13914444,2,2,Agricultural Land,Farm land,Nil,f,5
1422,98686,Warning Board,20040,27.44069722,77.13936389,2,2,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,f,5
1423,98891,Warning Board,19991,27.44021944,77.13955278,2,2,Railway Crossing,Single railway line crossing rou,Nil,f,5
1424,98897,Warning Board,19954,27.43991667,77.13965556,2,2,Railway Crossing,Single railway line crossing rou,Nil,f,5
1425,98900,Turning Point,19907,27.43958056,77.13978333,2,2,Agricultural Land,Farm land,Nil,f,5
1426,99000,KM Post,19859,27.43932778,77.14024722,2,2,Agricultural Land,Farm land,Nil,f,5
1427,99340,OFC Marker,19523,27.43794722,77.14316111,2,2,Agricultural Land,Farm land,Nil,f,5
1428,99800,TLP Board,18818,27.43514722,77.14911944,2,2,Agricultural Land,Farm land,Nil,f,5
1429,100000,KM Post,18606,27.43418056,77.15093056,2,2,Agricultural Land,Farm land,Nil,f,5
1430,100697,Warning Board,18128,27.43206667,77.15510278,2,2,Minor Road Crossing,8mtr wide road crossing rou,Nil,f,5
1431,100700,Turning Point,18093,27.43192778,77.15537222,2,2,Major Road Crossing,12mtr wide road crossing rou,Nil,f,5
1432,100772,Warning Board,18053,27.43152778,77.15558333,2,2,Major Road Crossing,12mtr wide road crossing rou,Nil,f,5
1433,100784,Warning Board,18043,27.43146944,77.15560833,2,2,Major Road Crossing,12mtr wide road crossing rou,Nil,f,5
1434,100900,Turning Point,17923,27.43059722,77.15589722,2,2,Agricultural Land,Farm land,Nil,f,5
1435,101000,KM Post,17747,27.43000833,77.15723611,2,2,Agricultural Land,Farm land,Nil,f,5
1436,101765,Warning Board,17018,27.42709444,77.16375833,2,2,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,t,5
1437,101771,Warning Board,17006,27.42704444,77.16388056,2,2,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,t,5
1438,102000,KM Post,16796,27.42628889,77.16569167,2,2,Agricultural Land,Farm land,Nil,f,5
1439,102520,TLP Board,16479,27.42507222,77.16855833,2,2,Agricultural Land,Farm land,Nil,f,5
1440,102745,TLP Board,16007,27.42313333,77.17277222,2,2,Minor Road Crossing,8mtr wide road crossing rou,Nil,t,5
1441,102747,Warning Board,16016,27.42313333,77.17270556,2,2,Minor Road Crossing,8mtr wide road crossing rou,Nil,t,5
1442,103000,KM Post,15814,27.42243056,77.17460833,2,2,Agricultural Land,Farm land,Nil,f,5
1443,103868,Warning Board,14881,27.41874444,77.18299722,2,2,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,f,5
1444,103933,Warning Board,14815,27.41848333,77.18356389,2,2,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,t,5
1445,104000,KM Post,14693,27.41794167,77.18474167,2,2,Agricultural Land,Farm land,Nil,f,5
1446,104650,TLP Board,14265,27.41616389,77.18847222,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1447,104927,OFC Marker,13808,27.41420556,77.19250556,2,2,Agricultural Land,Farm land,Nil,f,5
1448,105000,KM Post,13667,27.41371944,77.19368056,2,2,Agricultural Land,Farm land,Nil,f,5
1449,105094,Warning Board,13617,27.41354167,77.193875,2,2,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,f,5
1450,105574,Warning Board,13131,27.41149167,77.198175,2,2,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,f,5
1451,106000,KM Post,12642,27.40939167,77.20255833,2,2,Agricultural Land,Farm land,Nil,f,5
1452,106670,TLP Board,12004,27.40678889,77.20816389,2,2,Cart Track (Kachha Road),3mtr wide Kachha Road crossing rou,Nil,f,5
1453,106976,Warning Board,11726,27.40552222,77.21064167,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1454,107000,KM Post,11672,27.40530278,77.21111389,2,2,Agricultural Land,Farm land,Nil,f,5
1455,107735,Warning Board,10941,27.40209722,77.21745833,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1456,107740,TLP Board,10945,27.40210833,77.21740278,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1457,107750,Turning Point,10958,27.40218333,77.217225,2,2,Agricultural Land,Farm land,Nil,f,5
1458,108000,KM Post,10548,27.40099167,77.22123333,2,2,Agricultural Land,Farm land,Nil,f,5
1459,108630,TLP Board,10096,27.39953889,77.22533333,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1460,109000,KM Post,9769,27.39838056,77.22847222,2,2,Agricultural Land,Farm land,Nil,f,5
1461,109062,OFC Marker,9663,27.39805,77.22950556,2,2,Agricultural Land,Farm land,Nil,f,5
1462,109370,TLP Board,9409,27.39736111,77.23161944,2,2,Agricultural Land,Farm land,Nil,f,5
1463,109550,Warning Board,9102,27.39644722,77.23458611,2,2,Minor Road Crossing,6mtr wide road crossing rou,Nil,f,5
1464,109850,TLP Board,8812,27.39550833,77.23726111,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1465,110000,KM Post,8688,27.39514444,77.23846389,2,2,Agricultural Land,Farm land,Nil,f,5
1466,111000,KM Post,7530,27.39134722,77.24929167,2,2,Agricultural Land,Farm land,Nil,f,5
1467,111670,TLP Board,7068,27.39000833,77.25367222,2,2,Agricultural Land,Farm land,Nil,f,5
1468,111849,Turning Point,6890,27.38908889,77.25660556,2,2,Agricultural Land,Farm land,Nil,f,5
1469,112000,KM Post,6751,27.38900833,77.25659444,2,2,Agricultural Land,Farm land,Nil,f,5
1470,112050,Warning Board,6706,27.38866667,77.25712222,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1471,112050,Turning Point,6714,27.38872778,77.257025,2,2,Agricultural Land,Farm land,Nil,f,5
1472,112450,TLP Board,6254,27.38729167,77.26121667,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1473,113000,KM Post,5546,27.38515,77.26755,2,2,Agricultural Land,Farm land,Nil,f,5
1474,113195,Warning Board,5367,27.38457222,77.26921389,2,2,Minor Road Crossing,6mtr wide road crossing rou,Nil,t,5
1475,113830,TLP Board,5050,27.38356111,77.27225,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1476,114000,KM Post,4707,27.38246944,77.27544444,2,2,Agricultural Land,Farm land,Nil,f,5
1477,114449,TLP Board,4089,27.38054167,77.28118889,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,t,5
1478,114453,Warning Board,4093,27.38055556,77.28112222,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1479,115000,KM Post,3419,27.37843611,77.28748611,2,2,Agricultural Land,Farm land,Nil,f,5
1480,115694,Warning Board,3154,27.37767222,77.29001667,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1481,115945,Warning Board,2673,27.37621944,77.29459167,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1482,115945,TLP Board,2683,27.37626667,77.29445833,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1483,116000,KM Post,2456,27.37556389,77.29653889,2,2,Agricultural Land,Farm land,Nil,f,5
1484,116278,Warning Board,2212,27.37483611,77.29849722,2,2,Agricultural Land,Farm land,Nil,f,5
1485,116414,Warning Board,2121,27.37453611,77.29938056,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1486,116726,Warning Board,1820,27.37369722,77.30223611,2,2,Minor Road Crossing,6mtr wide road crossing rou,Nil,t,5
1487,116936,TLP Board,1542,27.37288333,77.30486944,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1488,117000,KM Post,1482,27.37260278,77.30538889,2,2,Agricultural Land,Farm land,Nil,f,5
1489,117485,Warning Board,1014,27.37066944,77.309525,2,2,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1490,118000,KM Post,534,27.36860833,77.31374444,2,2,Agricultural Land,Farm land,Nil,f,5
1491,118396,Warning Board,78,27.36674444,77.31766667,2,2,Agricultural Land,Farm land,Nil,f,5
1492,118400,Warning Board,0,27.366875,77.317883,2,1,Warning Board Terrain,SV04 STATION,Nil,f,5
1493,118400,Warning Board,0,27.366886,77.317929,2,2,Warning Board Terrain,SV04 STATION,Nil,f,5
1494,119000,KM Post,694,27.364173,77.323111,2,1,Agricultural Land,Farm land,Nil,f,5
1495,119100,TLP Board,796,27.363679,77.324137,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1496,120000,KM Post,1623,27.359978,77.331337,2,1,Agricultural Land,Farm land,Nil,f,5
1497,120448,TLP Board,2134,27.357997,77.335862,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1498,121000,KM Post,2764,27.355245,77.341193,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1499,121632,Warning Board,3456,27.352241,77.347375,2,1,Agricultural Land,Farm land,Nil,f,5
1500,122000,KM Post,3786,27.350923,77.350097,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1501,122210,TLP Board,4002,27.350053,77.35196,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,t,5
1502,123000,KM Post,4839,27.346584,77.359237,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1503,123475,Turning Point,5250,27.344934,77.362967,2,1,Agricultural Land,Farm land,Nil,f,5
1504,123584,Warning Board,5306,27.345093,77.363612,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1505,123593,Warning Board,5349,27.345101,77.363717,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1506,123595,Turning Point,5472,27.34478,77.364965,2,1,Agricultural Land,Farm land,Nil,f,5
1507,123885,TLP Board,5724,27.343818,77.367154,2,1,Agricultural Land,Farm land,Nil,f,5
1508,124000,KM Post,5805,27.34354,77.367755,2,1,Agricultural Land,Farm land,Nil,f,5
1509,125000,KM Post,6802,27.340082,77.376912,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1510,125023,Warning Board,6831,27.339963,77.377215,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,t,5
1511,125768,Warning Board,7560,27.337333,77.383791,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,t,5
1512,126000,KM Post,7788,27.336479,77.385912,2,1,Agricultural Land,Farm land,Nil,f,5
1513,127000,KM Post,8583,27.33352,77.393089,2,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,t,5
1514,127624,Warning Board,9465,27.330399,77.401172,2,1,Canal Crossing,20mtr wide stream crossing rou,Nil,f,5
1515,127667,Warning Board,9507,27.330331,77.401655,2,1,Canal Crossing,20mtr wide stream crossing rou,Nil,f,5
1516,127724,Warning Board,9517,27.330332,77.401803,2,1,Canal Crossing,20mtr wide stream crossing rou,Nil,f,5
1517,127780,Turning Point,9596,27.330299,77.402442,2,1,Agricultural Land,Farm land,Nil,f,5
1518,128000,KM Post,9864,27.328813,77.404029,2,1,Agricultural Land,Farm land,Nil,f,5
1519,128008,Warning Board,9911,27.328593,77.40441,2,1,Major Road Crossing,12mtr wide road crossing rou,Nil,f,5
1520,128136,Turning Point,9997,27.328144,77.405101,2,1,Agricultural Land,Farm land,Nil,f,5
1521,128487,Warning Board,10352,27.326868,77.408267,2,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,f,5
1522,129000,KM Post,10930,27.324636,77.41352,2,1,Warning Board Crossing,16mtr wide POND crossing rou,Nil,f,5
1523,129888,TLP Board,11752,27.321841,77.421096,2,1,Canal Crossing,3mtr wade canal Crossing rou,Nil,f,5
1524,129888,Warning Board,11760,27.321806,77.421185,2,1,Canal Crossing,3mtr wade canal Crossing rou,Nil,f,5
1525,130000,KM Post,11876,27.321425,77.422268,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1526,130645,TLP Board,12679,27.318786,77.429681,2,1,Agricultural Land,Farm land,Nil,f,5
1527,131000,KM Post,13003,27.317559,77.432736,2,1,Agricultural Land,Farm land,Nil,f,5
1528,131784,Warning Board,13559,27.315748,77.437847,2,1,Agricultural Land,Farm land,Nil,f,5
1529,131832,Turning Point,13760,27.315176,77.439288,2,1,Agricultural Land,Farm land,Nil,f,5
1530,131932,Warning Board,13865,27.314925,77.44029,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,t,5
1531,132000,KM Post,13940,27.314755,77.441042,2,1,Agricultural Land,Farm land,Nil,f,5
1532,132100,Turning Point,14075,27.31445,77.442325,2,1,Agricultural Land,Farm land,Nil,f,5
1533,132159,Warning Board,14103,27.314385,77.442592,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1534,132200,Turning Point,14239,27.314395,77.44398,2,1,Agricultural Land,Farm land,Nil,f,5
1535,132508,TLP Board,14446,27.314081,77.446048,2,1,Agricultural Land,Farm land,Nil,f,5
1536,133000,KM Post,14947,27.313106,77.450967,2,1,Agricultural Land,Farm land,Nil,f,5
1537,133411,TLP Board,15298,27.312581,77.454486,2,1,Agricultural Land,Farm land,Nil,f,5
1538,133536,Turning Point,15363,27.312487,77.455147,2,1,Agricultural Land,Farm land,Nil,f,5
1539,133616,Warning Board,15504,27.311918,77.456317,2,1,Canal Crossing,20mtr wade canal Crossing rou,Nil,f,5
1540,133666,OFC Marker,15474,27.312086,77.456101,2,1,Canal Crossing,20mtr wade canal Crossing rou,Nil,f,5
1541,133725,Warning Board,15680,27.311245,77.457827,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1542,134000,KM Post,15894,27.310753,77.459844,2,1,Agricultural Land,Farm land,Nil,f,5
1543,134200,TLP Board,16120,27.310254,77.462014,2,1,Agricultural Land,Farm land,Nil,f,5
1544,134875,Warning Board,16826,27.308501,77.468738,2,1,Major Road Crossing,15mtr wide road crossing rou,Nil,t,5
1545,134895,TLP Board,16846,27.308416,77.469111,2,1,Major Road Crossing,15mtr wide road crossing rou,Nil,f,5
1546,135000,KM Post,17130,27.307961,77.47176,2,1,Agricultural Land,Farm land,Nil,f,5
1547,135899,Warning Board,17888,27.306668,77.479136,2,1,Major Road Crossing,15mtr wide road crossing rou,Nil,t,5
1548,136000,KM Post,18213,27.30612,77.482364,2,1,Agricultural Land,Farm land,Nil,f,5
1549,136900,Turning Point,18998,27.304827,77.490099,2,1,Agricultural Land,Farm land,Nil,t,5
1550,136960,Warning Board,19023,27.304813,77.49034,2,1,Major Road Crossing,15mtr wide road crossing rou,Nil,t,5
1551,136980,Warning Board,19030,27.304804,77.49045,2,1,Major Road Crossing,15mtr wide road crossing rou,Nil,f,5
1552,137000,KM Post,19248,27.304628,77.492558,2,1,Agricultural Land,Farm land,Nil,f,5
1553,137810,TLP Board,20131,27.303123,77.501118,2,1,Agricultural Land,Farm land,Nil,f,5
1554,138000,KM Post,20442,27.302813,77.504113,2,1,Agricultural Land,Farm land,Nil,f,5
1555,138087,OFC Marker,20552,27.302631,77.505008,2,1,Agricultural Land,Farm land,Nil,f,5
1556,138299,TLP Board,20764,27.302362,77.507326,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1557,138900,Turning Point,21306,27.301523,77.512672,2,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,f,5
1558,138992,TLP Board,21437,27.3009,77.513829,2,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,t,5
1559,139000,KM Post,21445,27.300866,77.513906,2,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,t,5
1560,139267,Turning Point,21677,27.29981,77.515695,2,1,Agricultural Land,Farm land,Nil,f,5
1561,140000,KM Post,22504,27.295738,77.522777,2,1,Agricultural Land,Farm land,Nil,f,5
1562,141000,KM Post,23128,27.293026,77.528039,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1563,141095,Warning Board,23213,27.292887,77.528945,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1564,141195,Warning Board,23327,27.292581,77.52999,2,1,Major Road Crossing,15mtr wide road crossing rou,Nil,f,5
1565,141278,Warning Board,23372,27.29258,77.530533,2,1,Major Road Crossing,15mtr wide road crossing rou,Nil,f,5
1566,141550,Turning Point,23637,27.291985,77.532962,2,1,Agricultural Land,Farm land,Nil,f,5
1567,141750,Turning Point,23853,27.290265,77.533759,2,1,Agricultural Land,Farm land,Nil,f,5
1568,141884,Warning Board,24180,27.28954,77.53404,2,1,Barren Land,Barren Land,Nil,f,5
1569,141884,TLP Board,24185,27.289511,77.534116,2,1,Barren Land,Barren Land,Nil,f,5
1570,141920,Warning Board,24321,27.288887,77.535215,2,1,Agricultural Land,Farm land,Nil,f,5
1571,141950,Turning Point,24406,27.288587,77.535988,2,1,Agricultural Land,Farm land,Nil,f,5
1572,141965,Warning Board,24485,27.288365,77.536833,2,1,Agricultural Land,Farm land,Nil,f,5
1573,142000,KM Post,24600,27.288192,77.537952,2,1,Agricultural Land,Farm land,Nil,f,5
1574,142008,OFC Marker,24615,27.288162,77.5381,2,1,Agricultural Land,Farm land,Nil,f,5
1575,142187,Warning Board,24929,27.287573,77.541161,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1576,142778,TLP Board,25314,27.286893,77.544865,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1577,143000,KM Post,25527,27.286515,77.546838,2,1,Agricultural Land,Farm land,Nil,f,5
1578,143360,Warning Board,25929,27.285705,77.550665,2,1,Agricultural Land,Farm land,Nil,f,5
1579,143600,Turning Point,26000,27.285667,77.551325,2,1,Agricultural Land,Farm land,Nil,f,5
1580,143672,Warning Board,26038,27.285753,77.551742,2,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,t,5
1581,144000,KM Post,26478,27.287013,77.55587,2,1,Agricultural Land,Farm land,Nil,f,5
1582,144854,Warning Board,27070,27.288602,77.561478,2,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,t,5
1583,144989,TLP Board,27464,27.289747,77.565198,2,1,Agricultural Land,Farm land,Nil,f,5
1584,145000,KM Post,27475,27.289707,77.565355,2,1,Agricultural Land,Farm land,Nil,f,5
1585,145438,Warning Board,27667,27.290375,77.567202,2,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,t,5
1586,146000,KM Post,28571,27.29329,77.575573,2,1,Agricultural Land,Farm land,Nil,f,5
1587,146879,Warning Board,29106,27.295315,77.580572,2,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,t,5
1588,147000,KM Post,29453,27.296533,77.583575,2,1,Agricultural Land,Farm land,Nil,f,5
1589,147167,OFC Marker,29553,27.296842,77.584528,2,1,Agricultural Land,Farm land,Nil,f,5
1590,147344,Warning Board,29777,27.297577,77.586358,2,1,Agricultural Land,Farm land,Nil,f,5
1591,147754,TLP Board,30185,27.299107,77.590032,2,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,t,5
1592,147754,Warning Board,30192,27.299152,77.590073,2,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,t,5
1593,148000,KM Post,30346,27.299737,77.591512,2,1,Agricultural Land,Farm land,Nil,f,5
1594,148678,Warning Board,30874,27.301713,77.596372,2,1,Agricultural Land,Farm land,Nil,f,5
1595,148820,OFC Marker,31299,27.303373,77.600455,2,1,Agricultural Land,Farm land,Nil,f,5
1596,149000,KM Post,31541,27.303885,77.601708,2,1,Minor Road Crossing,6mtr wide road crossing rou,Nil,f,5
1597,149590,TLP Board,32020,27.305938,77.606026,2,1,Agricultural Land,Farm land,Nil,f,5
1598,149700,Turning Point,32128,27.306355,77.606987,2,1,Agricultural Land,Farm land,Nil,f,5
1599,149896,Warning Board,32192,27.306799,77.607163,2,1,Canal Crossing,30mtr wide lined canal crossing rou,Nil,t,5
1600,149896,Warning Board,32255,27.307343,77.607312,2,1,Canal Crossing,30mtr wide lined canal crossing rou,Nil,t,5
1601,149936,TLP Board,32291,27.307707,77.607417,2,1,Canal Crossing,30mtr wide lined canal crossing rou,Nil,f,5
1602,149950,Turning Point,32472,27.308503,77.608953,2,1,Canal Crossing,30mtr wide lined canal crossing rou,Nil,f,5
1603,150000,KM Post,32535,27.308641,77.609615,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1604,150360,Turning Point,32870,27.309835,77.612638,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1605,150462,Warning Board,32980,27.31024,77.613705,2,1,Cart Track (Kachha Road),4mtr wide Kachha Road crossing rou,Nil,f,5
1606,150785,Warning Board,33295,27.311342,77.616626,2,1,Agricultural Land,Farm land,Nil,f,5
1607,150806,Warning Board,33312,27.311607,77.616768,2,1,Canal Crossing,minor crossing rou,Nil,t,5
1608,150900,Turning Point,33535,27.312282,77.61879,2,1,Agricultural Land,Farm land,Nil,f,5
1609,151000,KM Post,14551,27.31455,77.622918,3,2,Agricultural Land,FIELD TERMINATION,Nil,f,5
1610,151501,Warning Board,14003,27.316118,77.625552,3,2,Cart Track (Kachha Road),On 20 Mtr Left Sdide Dirt Road and on 20 Mtr Right Panja Tree,WB,t,5
1611,152051,TLP Board,13252,27.318569,77.63003,3,2,Agricultural Land,On 40 Mtr Right Side Peepal Tree and on 50 Mtr Left Side Roads Crossing,Nil,f,5
1612,152444,Bounday Pillar,12891,27.321577,77.634292,3,2,Agricultural Land,On 50 Mtr Left Side Hut and Pump and Neem Tree,Nil,f,5
1613,152895,Warning Board,12546,27.322506,77.635331,3,2,Agricultural Land,On 10 Mtr Right Side Buler Tree ,WB,f,5
1614,153000,KM Post,12447,27.322749,77.635596,3,2,Agricultural Land,On 30 Mtr Right Side Peepal and Sheesham Tree,Nil,f,5
1615,153042,Bounday Pillar,12413,27.323311,77.636438,3,2,Agricultural Land,On 20 Mtr Left Side Sheesham Tree,Nil,f,5
1616,153254,Warning Board,12306,27.323402,77.636556,3,2,Agricultural Land,On 10 Mtr Right Side Pump   ,WB,f,5
1617,153335,Bounday Pillar,12120,27.324763,77.63935,3,2,Agricultural Land,On 30 Mtr Right Side Pump,Nil,f,5
